+--------+-----------+----------+------------------+--------------+-------------------------------+----------------+-------------------------------+--------------+
|   Best |     Epoch |   Trades |    Win Draw Loss |   Avg profit |                        Profit |   Avg duration |                  Max Drawdown |    Objective |
|        | 1717/2000 |      179 |    115    0   64 |        1.27% |      4539.058 USDT  (113.48%) |        3:55:00 |       909.397 USDT   (45.42%) | -4,539.05796 |
|        | 1718/2000 |      342 |    186    0  156 |        0.68% |      4669.419 USDT  (116.74%) |        3:55:00 |      1041.083 USDT   (52.00%) | -4,669.41940 |
|        | 1719/2000 |      234 |    143    0   91 |        1.18% |      5525.598 USDT  (138.14%) |        3:54:00 |       937.009 USDT   (46.80%) | -5,525.59798 |
|        | 1720/2000 |      293 |    171    0  122 |        0.98% |      5774.139 USDT  (144.35%) |        3:49:00 |       859.452 USDT   (42.93%) | -5,774.13911 |
|        | 1721/2000 |      344 |    196    0  148 |        0.86% |      5947.351 USDT  (148.68%) |        5:29:00 |       950.617 USDT   (47.48%) | -5,947.35093 |
|        | 1722/2000 |      275 |    160    0  115 |        0.97% |      5322.485 USDT  (133.06%) |        3:55:00 |      1007.356 USDT   (50.32%) | -5,322.48460 |
|        | 1723/2000 |      177 |    112    0   65 |        1.27% |      4493.325 USDT  (112.33%) |        4:00:00 |       726.939 USDT   (36.31%) | -4,493.32495 |
|        | 1724/2000 |      205 |    123    0   82 |        1.34% |      5484.158 USDT  (137.10%) |        4:29:00 |       824.218 USDT   (41.17%) | -5,484.15780 |
|        | 1725/2000 |      184 |    115    0   69 |        1.67% |      6148.526 USDT  (153.71%) |        4:49:00 |       789.341 USDT   (39.43%) | -6,148.52618 |
|        | 1726/2000 |      195 |    128    0   67 |        1.16% |      4531.035 USDT  (113.28%) |        5:05:00 |      1108.220 USDT   (55.36%) | -4,531.03501 |
|        | 1727/2000 |      235 |    138    0   97 |        0.96% |      4501.335 USDT  (112.53%) |        4:58:00 |       869.175 USDT   (43.42%) | -4,501.33547 |
|        | 1728/2000 |      258 |    166    0   92 |        1.22% |      6292.501 USDT  (157.31%) |        5:41:00 |       815.974 USDT   (40.76%) | -6,292.50095 |
|        | 1729/2000 |      188 |    115    0   73 |        1.05% |      3937.338 USDT   (98.43%) |        4:33:00 |      1271.940 USDT   (63.53%) | -3,937.33791 |
|        | 1730/2000 |      356 |    196    0  160 |        0.83% |      5908.842 USDT  (147.72%) |        3:32:00 |      1049.276 USDT   (52.41%) | -5,908.84164 |
|        | 1731/2000 |      261 |    163    0   98 |        0.74% |      3873.628 USDT   (96.84%) |        5:25:00 |      1077.025 USDT   (53.80%) | -3,873.62771 |
|        | 1732/2000 |      212 |    133    0   79 |        1.31% |      5571.617 USDT  (139.29%) |        3:58:00 |       978.961 USDT   (48.90%) | -5,571.61727 |
|        | 1733/2000 |      218 |    139    0   79 |        1.15% |      5034.714 USDT  (125.87%) |        3:55:00 |       770.029 USDT   (38.46%) | -5,034.71428 |
|        | 1734/2000 |      374 |    163    0  211 |       -0.09% |      -707.349 USDT  (-17.68%) |        8:17:00 |      1767.538 USDT   (88.29%) |    707.34913 |
|        | 1735/2000 |      244 |    146    0   98 |        0.96% |      4708.673 USDT  (117.72%) |        3:54:00 |      1210.620 USDT   (60.47%) | -4,708.67311 |
|        | 1736/2000 |      272 |    161    0  111 |        1.17% |      6382.547 USDT  (159.56%) |        4:13:00 |       894.529 USDT   (44.68%) | -6,382.54693 |
|        | 1737/2000 |      275 |    153    0  122 |        0.57% |      3117.314 USDT   (77.93%) |        3:48:00 |      1399.342 USDT   (69.90%) | -3,117.31404 |
|        | 1738/2000 |      197 |    113    0   84 |        1.10% |      4331.635 USDT  (108.29%) |        5:09:00 |      1110.153 USDT   (55.45%) | -4,331.63492 |
|        | 1739/2000 |      156 |     63    0   93 |       -0.65% |     -2031.805 USDT  (-50.80%) |        7:58:00 |      2581.492 USDT  (128.95%) |  2,031.80516 |
|        | 1740/2000 |      284 |    120    0  164 |       -0.36% |     -2051.794 USDT  (-51.29%) |        7:59:00 |      2257.667 USDT  (112.77%) |  2,051.79447 |
|        | 1741/2000 |      174 |    114    0   60 |        1.49% |      5199.873 USDT  (130.00%) |        4:55:00 |       950.706 USDT   (47.49%) | -5,199.87306 |
|        | 1742/2000 |      222 |    136    0   86 |        1.11% |      4937.683 USDT  (123.44%) |        4:29:00 |      1046.911 USDT   (52.29%) | -4,937.68294 |
|        | 1743/2000 |      238 |    139    0   99 |        1.19% |      5660.370 USDT  (141.51%) |        4:41:00 |      1120.380 USDT   (55.96%) | -5,660.37031 |
|        | 1744/2000 |      193 |    119    0   74 |        1.28% |      4955.096 USDT  (123.88%) |        4:40:00 |       961.540 USDT   (48.03%) | -4,955.09629 |
|        | 1745/2000 |      118 |     80    0   38 |        1.72% |      4058.461 USDT  (101.46%) |        5:29:00 |       482.586 USDT   (24.11%) | -4,058.46136 |
|        | 1746/2000 |      219 |    129    0   90 |        1.33% |      5840.331 USDT  (146.01%) |        4:36:00 |       881.507 USDT   (44.03%) | -5,840.33120 |
|        | 1747/2000 |      228 |    132    0   96 |        0.89% |      4051.181 USDT  (101.28%) |        4:21:00 |       922.786 USDT   (46.09%) | -4,051.18067 |
|        | 1748/2000 |      194 |    124    0   70 |        1.29% |      5005.115 USDT  (125.13%) |        4:08:00 |       417.868 USDT   (20.87%) | -5,005.11475 |
|        | 1749/2000 |      156 |    100    0   56 |        1.77% |      5519.630 USDT  (137.99%) |        5:06:00 |       735.357 USDT   (36.73%) | -5,519.62971 |
|        | 1750/2000 |      186 |    115    0   71 |        1.50% |      5569.219 USDT  (139.23%) |        4:42:00 |       824.218 USDT   (41.17%) | -5,569.21902 |
|        | 1751/2000 |      247 |    136    0  111 |        0.95% |      4683.987 USDT  (117.10%) |        4:28:00 |       827.079 USDT   (41.31%) | -4,683.98713 |
|        | 1752/2000 |      192 |    115    0   77 |        1.04% |      4004.307 USDT  (100.11%) |        4:48:00 |      1383.793 USDT   (69.12%) | -4,004.30717 |
|        | 1753/2000 |      230 |    137    0   93 |        1.24% |      5718.924 USDT  (142.97%) |        4:30:00 |       804.057 USDT   (40.16%) | -5,718.92393 |
|        | 1754/2000 |      234 |    142    0   92 |        1.12% |      5233.903 USDT  (130.85%) |        5:59:00 |       826.471 USDT   (41.28%) | -5,233.90252 |
|        | 1755/2000 |      297 |    174    0  123 |        0.93% |      5553.658 USDT  (138.84%) |        3:43:00 |       793.164 USDT   (39.62%) | -5,553.65781 |
|        | 1756/2000 |      310 |    174    0  136 |        0.88% |      5434.835 USDT  (135.87%) |        3:50:00 |      1007.356 USDT   (50.32%) | -5,434.83533 |
|        | 1757/2000 |      196 |    128    0   68 |        1.28% |      5010.263 USDT  (125.26%) |        4:09:00 |       440.965 USDT   (22.03%) | -5,010.26258 |
|        | 1758/2000 |      199 |    124    0   75 |        1.34% |      5348.101 USDT  (133.70%) |        4:32:00 |       566.145 USDT   (28.28%) | -5,348.10123 |
|        | 1759/2000 |      155 |     99    0   56 |        1.66% |      5140.143 USDT  (128.50%) |        5:00:00 |       849.145 USDT   (42.41%) | -5,140.14323 |
|        | 1760/2000 |      184 |    110    0   74 |        1.27% |      4661.111 USDT  (116.53%) |        5:19:00 |       775.258 USDT   (38.72%) | -4,661.11062 |
|        | 1761/2000 |      241 |    143    0   98 |        1.27% |      6146.173 USDT  (153.65%) |        4:12:00 |      1007.940 USDT   (50.35%) | -6,146.17257 |
|        | 1762/2000 |      245 |    151    0   94 |        1.33% |      6507.056 USDT  (162.68%) |        4:08:00 |      1015.123 USDT   (50.71%) | -6,507.05647 |
|        | 1763/2000 |      232 |    143    0   89 |        1.28% |      5960.965 USDT  (149.02%) |        4:19:00 |       895.342 USDT   (44.72%) | -5,960.96509 |
|        | 1764/2000 |      151 |     93    0   58 |        1.35% |      4070.092 USDT  (101.75%) |        5:03:00 |       938.491 USDT   (46.88%) | -4,070.09216 |
|        | 1765/2000 |      250 |    148    0  102 |        1.20% |      6011.216 USDT  (150.28%) |        4:14:00 |      1013.297 USDT   (50.61%) | -6,011.21639 |
|        | 1766/2000 |      225 |    136    0   89 |        1.19% |      5348.250 USDT  (133.71%) |        4:31:00 |      1176.653 USDT   (58.77%) | -5,348.24956 |
|        | 1767/2000 |      537 |    252    0  285 |        0.04% |       444.059 USDT   (11.10%) |        7:22:00 |      1363.392 USDT   (68.10%) |   -444.05867 |
|        | 1768/2000 |      234 |    130    0  104 |        0.64% |      3011.718 USDT   (75.29%) |        4:45:00 |      1147.957 USDT   (57.34%) | -3,011.71767 |
|        | 1769/2000 |      331 |    182    0  149 |        0.80% |      5302.903 USDT  (132.57%) |        3:49:00 |      1007.356 USDT   (50.32%) | -5,302.90325 |
|        | 1770/2000 |      157 |    102    0   55 |        1.75% |      5489.311 USDT  (137.23%) |        4:52:00 |       777.631 USDT   (38.84%) | -5,489.31059 |
|        | 1771/2000 |      160 |    101    0   59 |        1.67% |      5361.364 USDT  (134.03%) |        5:04:00 |       849.145 USDT   (42.41%) | -5,361.36422 |
|        | 1772/2000 |      316 |    185    0  131 |        0.81% |      5123.620 USDT  (128.09%) |        4:02:00 |       861.386 USDT   (43.03%) | -5,123.61979 |
|        | 1773/2000 |      218 |     83    0  135 |       -0.45% |     -1982.702 USDT  (-49.57%) |        8:24:00 |      2408.200 USDT  (120.29%) |  1,982.70176 |
|        | 1774/2000 |      220 |    136    0   84 |        1.11% |      4882.512 USDT  (122.06%) |        4:24:00 |       964.155 USDT   (48.16%) | -4,882.51159 |
|        | 1775/2000 |      184 |    113    0   71 |        1.36% |      5028.155 USDT  (125.70%) |        5:01:00 |       919.908 USDT   (45.95%) | -5,028.15468 |
|        | 1776/2000 |      149 |    100    0   49 |        1.90% |      5673.202 USDT  (141.83%) |        4:56:00 |       677.037 USDT   (33.82%) | -5,673.20183 |
|        | 1777/2000 |      230 |    143    0   87 |        1.27% |      5828.794 USDT  (145.72%) |        4:27:00 |      1040.897 USDT   (51.99%) | -5,828.79423 |
|        | 1778/2000 |      259 |    154    0  105 |        1.08% |      5575.900 USDT  (139.40%) |        3:49:00 |       937.009 USDT   (46.80%) | -5,575.90034 |
|        | 1779/2000 |      197 |    122    0   75 |        1.08% |      4266.968 USDT  (106.67%) |        4:04:00 |       870.012 USDT   (43.46%) | -4,266.96799 |
|        | 1780/2000 |      195 |    119    0   76 |        1.36% |      5307.507 USDT  (132.69%) |        4:57:00 |       824.218 USDT   (41.17%) | -5,307.50676 |
|        | 1781/2000 |      274 |    158    0  116 |        0.83% |      4533.416 USDT  (113.34%) |        5:42:00 |       829.932 USDT   (41.46%) | -4,533.41608 |
|        | 1782/2000 |      268 |    157    0  111 |        0.92% |      4961.095 USDT  (124.03%) |        4:02:00 |      1056.465 USDT   (52.77%) | -4,961.09488 |
|        | 1783/2000 |      361 |    202    0  159 |        0.74% |      5361.656 USDT  (134.04%) |        3:20:00 |       759.492 USDT   (37.94%) | -5,361.65579 |
|        | 1784/2000 |      221 |    132    0   89 |        1.35% |      5959.787 USDT  (148.99%) |        4:25:00 |      1015.123 USDT   (50.71%) | -5,959.78691 |
|        | 1785/2000 |      232 |    154    0   78 |        0.64% |      2955.929 USDT   (73.90%) |        4:50:00 |      1132.787 USDT   (56.58%) | -2,955.92863 |
|        | 1786/2000 |      185 |    113    0   72 |        1.45% |      5356.304 USDT  (133.91%) |        4:30:00 |       768.989 USDT   (38.41%) | -5,356.30442 |
|        | 1787/2000 |      196 |    122    0   74 |        1.45% |      5677.786 USDT  (141.94%) |        3:48:00 |       529.368 USDT   (26.44%) | -5,677.78600 |
|        | 1788/2000 |      148 |    100    0   48 |        1.70% |      5047.686 USDT  (126.19%) |        4:15:00 |       512.724 USDT   (25.61%) | -5,047.68582 |
|        | 1789/2000 |      170 |    105    0   65 |        1.75% |      5955.391 USDT  (148.88%) |        5:14:00 |       951.658 USDT   (47.54%) | -5,955.39100 |
|        | 1790/2000 |      266 |    155    0  111 |        0.99% |      5252.357 USDT  (131.31%) |        4:18:00 |      1044.299 USDT   (52.16%) | -5,252.35750 |
|        | 1791/2000 |      208 |    130    0   78 |        1.50% |      6237.571 USDT  (155.94%) |        3:48:00 |       513.148 USDT   (25.63%) | -6,237.57119 |
|        | 1792/2000 |      232 |    140    0   92 |        1.41% |      6536.895 USDT  (163.42%) |        4:29:00 |       895.112 USDT   (44.71%) | -6,536.89550 |
|        | 1793/2000 |      262 |    156    0  106 |        0.92% |      4815.701 USDT  (120.39%) |        4:08:00 |       601.142 USDT   (30.03%) | -4,815.70124 |
|        | 1794/2000 |      218 |    135    0   83 |        1.29% |      5620.963 USDT  (140.52%) |        4:31:00 |       757.852 USDT   (37.85%) | -5,620.96253 |
|        | 1795/2000 |      216 |    123    0   93 |        0.77% |      3349.647 USDT   (83.74%) |        4:29:00 |       951.119 USDT   (47.51%) | -3,349.64690 |
|        | 1796/2000 |      186 |    118    0   68 |        0.75% |      2806.656 USDT   (70.17%) |        5:05:00 |       502.506 USDT   (25.10%) | -2,806.65616 |
|        | 1797/2000 |      277 |    123    0  154 |       -0.20% |     -1099.397 USDT  (-27.48%) |        8:45:00 |      2043.120 USDT  (102.05%) |  1,099.39685 |
|        | 1798/2000 |      189 |    120    0   69 |        1.51% |      5716.538 USDT  (142.91%) |        4:03:00 |       432.826 USDT   (21.62%) | -5,716.53837 |
|        | 1799/2000 |      219 |    132    0   87 |        1.16% |      5065.384 USDT  (126.63%) |        6:12:00 |       775.289 USDT   (38.73%) | -5,065.38392 |
|        | 1800/2000 |      157 |    110    0   47 |        1.67% |      5244.577 USDT  (131.11%) |        3:49:00 |       541.577 USDT   (27.05%) | -5,244.57715 |
|        | 1801/2000 |      206 |    124    0   82 |        1.21% |      4975.971 USDT  (124.40%) |        4:03:00 |       928.174 USDT   (46.36%) | -4,975.97131 |
|        | 1802/2000 |      243 |    149    0   94 |        1.31% |      6363.462 USDT  (159.09%) |        4:05:00 |      1015.123 USDT   (50.71%) | -6,363.46183 |
|        | 1803/2000 |      209 |    124    0   85 |        1.37% |      5741.934 USDT  (143.55%) |        4:29:00 |       808.027 USDT   (40.36%) | -5,741.93442 |
|        | 1804/2000 |      253 |    159    0   94 |        1.37% |      6914.533 USDT  (172.86%) |        4:19:00 |       895.112 USDT   (44.71%) | -6,914.53342 |
|        | 1805/2000 |      310 |    179    0  131 |        0.79% |      4923.314 USDT  (123.08%) |        5:29:00 |       815.856 USDT   (40.75%) | -4,923.31424 |
|        | 1806/2000 |      214 |    129    0   85 |        1.01% |      4340.191 USDT  (108.50%) |        3:48:00 |       732.613 USDT   (36.59%) | -4,340.19124 |
|        | 1807/2000 |      256 |    154    0  102 |        1.19% |      6105.707 USDT  (152.64%) |        4:15:00 |       951.731 USDT   (47.54%) | -6,105.70725 |
|        | 1808/2000 |      216 |    126    0   90 |        1.21% |      5244.337 USDT  (131.11%) |        4:07:00 |       928.550 USDT   (46.38%) | -5,244.33721 |
|        | 1809/2000 |      245 |    150    0   95 |        1.24% |      6097.329 USDT  (152.43%) |        4:02:00 |       937.009 USDT   (46.80%) | -6,097.32877 |
|        | 1810/2000 |      300 |    175    0  125 |        0.90% |      5404.262 USDT  (135.11%) |        3:39:00 |       937.009 USDT   (46.80%) | -5,404.26189 |
|        | 1811/2000 |      172 |    111    0   61 |        1.25% |      4306.627 USDT  (107.67%) |        4:21:00 |       744.953 USDT   (37.21%) | -4,306.62730 |
|        | 1812/2000 |      180 |    106    0   74 |        1.48% |      5349.166 USDT  (133.73%) |        5:24:00 |       698.451 USDT   (34.89%) | -5,349.16553 |
|        | 1813/2000 |      227 |    139    0   88 |        1.34% |      6090.843 USDT  (152.27%) |        4:42:00 |       854.343 USDT   (42.67%) | -6,090.84254 |
|        | 1814/2000 |      303 |    175    0  128 |        0.85% |      5179.477 USDT  (129.49%) |        3:32:00 |       907.457 USDT   (45.33%) | -5,179.47651 |
|        | 1815/2000 |      279 |    155    0  124 |        0.90% |      5026.419 USDT  (125.66%) |        4:00:00 |      1148.962 USDT   (57.39%) | -5,026.41916 |
|        | 1816/2000 |      159 |    102    0   57 |        1.76% |      5588.665 USDT  (139.72%) |        4:58:00 |       849.145 USDT   (42.41%) | -5,588.66464 |
|        | 1817/2000 |      275 |    148    0  127 |        0.57% |      3155.673 USDT   (78.89%) |        4:16:00 |      1175.408 USDT   (58.71%) | -3,155.67319 |
|        | 1818/2000 |      110 |     76    0   34 |        1.76% |      3878.092 USDT   (96.95%) |        4:35:00 |       666.589 USDT   (33.30%) | -3,878.09188 |
|        | 1819/2000 |      405 |    215    0  190 |        0.67% |      5460.701 USDT  (136.52%) |        3:24:00 |       600.136 USDT   (29.98%) | -5,460.70068 |
|        | 1820/2000 |      238 |    147    0   91 |        1.14% |      5436.549 USDT  (135.91%) |        3:54:00 |       663.687 USDT   (33.15%) | -5,436.54897 |
|        | 1821/2000 |      165 |    106    0   59 |        1.25% |      4120.288 USDT  (103.01%) |        4:49:00 |       840.041 USDT   (41.96%) | -4,120.28771 |
|        | 1822/2000 |      285 |    169    0  116 |        0.87% |      4937.892 USDT  (123.45%) |        5:14:00 |       859.275 USDT   (42.92%) | -4,937.89171 |
|        | 1823/2000 |      285 |    163    0  122 |        0.76% |      4310.971 USDT  (107.77%) |        5:14:00 |       895.854 USDT   (44.75%) | -4,310.97137 |
|        | 1824/2000 |      233 |    144    0   89 |        0.70% |      3262.590 USDT   (81.56%) |        3:06:00 |       938.491 USDT   (46.88%) | -3,262.59048 |
|        | 1825/2000 |      253 |    147    0  106 |        0.97% |      4923.476 USDT  (123.09%) |        4:11:00 |       589.310 USDT   (29.44%) | -4,923.47595 |
|        | 1826/2000 |      211 |    131    0   80 |        1.14% |      4800.320 USDT  (120.01%) |        3:49:00 |       828.575 USDT   (41.39%) | -4,800.31959 |
|        | 1827/2000 |      261 |    159    0  102 |        1.00% |      5206.741 USDT  (130.17%) |        4:05:00 |       786.937 USDT   (39.31%) | -5,206.74062 |
|        | 1828/2000 |      257 |    148    0  109 |        0.75% |      3838.097 USDT   (95.95%) |        3:42:00 |      1284.819 USDT   (64.18%) | -3,838.09678 |
|        | 1829/2000 |      166 |    109    0   57 |        1.41% |      4682.401 USDT  (117.06%) |        4:34:00 |       759.761 USDT   (37.95%) | -4,682.40076 |
|        | 1830/2000 |      152 |     97    0   55 |        1.29% |      3921.715 USDT   (98.04%) |        3:50:00 |       366.179 USDT   (18.29%) | -3,921.71455 |
|        | 1831/2000 |      245 |    145    0  100 |        0.98% |      4821.268 USDT  (120.53%) |        4:48:00 |      1079.399 USDT   (53.92%) | -4,821.26813 |
|        | 1832/2000 |      244 |    141    0  103 |        0.84% |      4079.692 USDT  (101.99%) |        5:09:00 |       846.702 USDT   (42.29%) | -4,079.69208 |
|        | 1833/2000 |      220 |    131    0   89 |        1.21% |      5307.577 USDT  (132.69%) |        4:04:00 |       928.174 USDT   (46.36%) | -5,307.57660 |
|        | 1834/2000 |      297 |    168    0  129 |        0.89% |      5284.298 USDT  (132.11%) |        3:53:00 |      1013.297 USDT   (50.61%) | -5,284.29752 |
|        | 1835/2000 |      266 |    167    0   99 |        1.22% |      6472.839 USDT  (161.82%) |        5:26:00 |       815.856 USDT   (40.75%) | -6,472.83884 |
|        | 1836/2000 |      195 |    120    0   75 |        1.44% |      5605.656 USDT  (140.14%) |        4:17:00 |       937.592 USDT   (46.83%) | -5,605.65601 |
|        | 1837/2000 |      171 |     94    0   77 |        0.70% |      2391.950 USDT   (59.80%) |        5:44:00 |       929.549 USDT   (46.43%) | -2,391.94966 |
|        | 1838/2000 |      174 |    111    0   63 |        1.15% |      4003.704 USDT  (100.09%) |        4:54:00 |       775.289 USDT   (38.73%) | -4,003.70351 |
|        | 1839/2000 |      171 |    108    0   63 |        1.70% |      5832.159 USDT  (145.80%) |        4:58:00 |       830.159 USDT   (41.47%) | -5,832.15923 |
|        | 1840/2000 |      384 |    216    0  168 |        0.57% |      4375.651 USDT  (109.39%) |        4:59:00 |       943.876 USDT   (47.15%) | -4,375.65089 |
|        | 1841/2000 |      245 |    144    0  101 |        1.00% |      4905.920 USDT  (122.65%) |        3:58:00 |       894.813 USDT   (44.70%) | -4,905.92041 |
|        | 1842/2000 |      164 |    105    0   59 |        1.64% |      5389.998 USDT  (134.75%) |        4:12:00 |       529.230 USDT   (26.44%) | -5,389.99803 |
|        | 1843/2000 |      178 |    110    0   68 |        1.56% |      5559.635 USDT  (138.99%) |        5:08:00 |       769.283 USDT   (38.43%) | -5,559.63537 |
|        | 1844/2000 |      217 |    132    0   85 |        1.37% |      5943.643 USDT  (148.59%) |        4:16:00 |      1015.123 USDT   (50.71%) | -5,943.64320 |
|        | 1845/2000 |      230 |    144    0   86 |        1.39% |      6396.876 USDT  (159.92%) |        4:19:00 |       837.417 USDT   (41.83%) | -6,396.87624 |
|        | 1846/2000 |      256 |    146    0  110 |        0.95% |      4847.307 USDT  (121.18%) |        6:16:00 |       813.030 USDT   (40.61%) | -4,847.30656 |
|        | 1847/2000 |      200 |    128    0   72 |        1.56% |      6256.253 USDT  (156.41%) |        5:01:00 |       790.344 USDT   (39.48%) | -6,256.25345 |
|        | 1848/2000 |      335 |    197    0  138 |        0.65% |      4370.941 USDT  (109.27%) |        4:48:00 |       959.446 USDT   (47.92%) | -4,370.94096 |
|        | 1849/2000 |      223 |    139    0   84 |        1.26% |      5647.164 USDT  (141.18%) |        4:25:00 |       792.048 USDT   (39.56%) | -5,647.16362 |
|        | 1850/2000 |      188 |    123    0   65 |        1.62% |      6113.623 USDT  (152.84%) |        4:22:00 |       796.893 USDT   (39.80%) | -6,113.62300 |
|        | 1851/2000 |      166 |    106    0   60 |        1.76% |      5863.379 USDT  (146.58%) |        5:09:00 |       849.854 USDT   (42.45%) | -5,863.37888 |
|        | 1852/2000 |      225 |    139    0   86 |        1.33% |      5983.734 USDT  (149.59%) |        4:03:00 |       937.009 USDT   (46.80%) | -5,983.73393 |
|        | 1853/2000 |      282 |    163    0  119 |        0.84% |      4760.595 USDT  (119.01%) |        3:46:00 |      1104.265 USDT   (55.16%) | -4,760.59511 |
|        | 1854/2000 |      154 |     96    0   58 |        1.55% |      4793.954 USDT  (119.85%) |        5:06:00 |       927.595 USDT   (46.33%) | -4,793.95386 |
|        | 1855/2000 |      244 |    137    0  107 |        1.01% |      4915.810 USDT  (122.90%) |        4:10:00 |       764.103 USDT   (38.17%) | -4,915.80982 |
|        | 1856/2000 |      499 |    232    0  267 |        0.12% |      1183.219 USDT   (29.58%) |        8:26:00 |      1154.349 USDT   (57.66%) | -1,183.21902 |
|        | 1857/2000 |      168 |    100    0   68 |        0.79% |      2664.643 USDT   (66.62%) |        5:24:00 |       878.706 USDT   (43.89%) | -2,664.64251 |
|        | 1858/2000 |      188 |    119    0   69 |        1.50% |      5655.111 USDT  (141.38%) |        4:22:00 |       901.769 USDT   (45.04%) | -5,655.11099 |
|        | 1859/2000 |      180 |    111    0   69 |        1.46% |      5253.858 USDT  (131.35%) |        5:19:00 |       785.156 USDT   (39.22%) | -5,253.85772 |
|        | 1860/2000 |      359 |    196    0  163 |        0.76% |      5466.833 USDT  (136.67%) |        3:37:00 |      1002.809 USDT   (50.09%) | -5,466.83312 |
|        | 1861/2000 |      601 |    380    0  221 |        0.21% |      2516.767 USDT   (62.92%) |        4:16:00 |      2688.623 USDT  (134.30%) | -2,516.76745 |
|        | 1862/2000 |      575 |    364    0  211 |        0.14% |      1646.793 USDT   (41.17%) |        4:16:00 |      3132.839 USDT  (156.49%) | -1,646.79281 |
|        | 1863/2000 |      382 |    250    0  132 |        0.10% |       763.655 USDT   (19.09%) |        4:20:00 |      1426.439 USDT   (71.25%) |   -763.65531 |
|        | 1864/2000 |      254 |    150    0  104 |        1.21% |      6162.750 USDT  (154.07%) |        4:07:00 |      1013.297 USDT   (50.61%) | -6,162.74978 |
|        | 1865/2000 |      187 |    122    0   65 |        1.55% |      5796.264 USDT  (144.91%) |        4:17:00 |       800.893 USDT   (40.00%) | -5,796.26423 |
|        | 1866/2000 |      317 |    179    0  138 |        0.85% |      5363.100 USDT  (134.08%) |        3:33:00 |       970.274 USDT   (48.47%) | -5,363.09971 |
|        | 1867/2000 |      153 |     98    0   55 |        1.47% |      4513.204 USDT  (112.83%) |        4:37:00 |       856.224 USDT   (42.77%) | -4,513.20423 |
|        | 1868/2000 |      186 |    112    0   74 |        1.44% |      5347.116 USDT  (133.68%) |        5:12:00 |       830.159 USDT   (41.47%) | -5,347.11622 |
|        | 1869/2000 |      105 |     79    0   26 |        1.96% |      4113.279 USDT  (102.83%) |        4:29:00 |       338.493 USDT   (16.91%) | -4,113.27878 |
|        | 1870/2000 |      306 |    170    0  136 |        0.91% |      5550.262 USDT  (138.76%) |        4:02:00 |       974.679 USDT   (48.69%) | -5,550.26213 |
|        | 1871/2000 |      279 |    157    0  122 |        0.93% |      5171.481 USDT  (129.29%) |        4:21:00 |      1217.554 USDT   (60.82%) | -5,171.48093 |
|        | 1872/2000 |      211 |    130    0   81 |        1.11% |      4694.368 USDT  (117.36%) |        3:39:00 |       901.310 USDT   (45.02%) | -4,694.36832 |
|        | 1873/2000 |      279 |    165    0  114 |        1.04% |      5786.279 USDT  (144.66%) |        3:57:00 |      1020.481 USDT   (50.97%) | -5,786.27949 |
|        | 1874/2000 |      178 |    112    0   66 |        1.37% |      4879.244 USDT  (121.98%) |        4:39:00 |      1176.653 USDT   (58.77%) | -4,879.24432 |
|        | 1875/2000 |      295 |    162    0  133 |        0.75% |      4420.907 USDT  (110.52%) |        3:50:00 |       945.135 USDT   (47.21%) | -4,420.90653 |
|        | 1876/2000 |      195 |    117    0   78 |        1.19% |      4632.192 USDT  (115.80%) |        4:34:00 |       922.786 USDT   (46.09%) | -4,632.19161 |
|        | 1877/2000 |      238 |    149    0   89 |        0.99% |      4712.184 USDT  (117.80%) |        4:19:00 |       995.144 USDT   (49.71%) | -4,712.18412 |
|        | 1878/2000 |      276 |    158    0  118 |        1.04% |      5724.990 USDT  (143.12%) |        3:54:00 |       429.847 USDT   (21.47%) | -5,724.99006 |
|        | 1879/2000 |      255 |    153    0  102 |        1.26% |      6457.616 USDT  (161.44%) |        4:56:00 |       969.998 USDT   (48.45%) | -6,457.61552 |
|        | 1880/2000 |      246 |    145    0  101 |        1.18% |      5835.559 USDT  (145.89%) |        4:16:00 |      1187.949 USDT   (59.34%) | -5,835.55922 |
|        | 1881/2000 |      377 |    229    0  148 |        0.78% |      5890.086 USDT  (147.25%) |        4:36:00 |       893.445 USDT   (44.63%) | -5,890.08565 |
|        | 1882/2000 |      144 |     91    0   53 |        1.53% |      4424.245 USDT  (110.61%) |        4:55:00 |      1027.360 USDT   (51.32%) | -4,424.24462 |
|        | 1883/2000 |      242 |    149    0   93 |        1.24% |      5985.655 USDT  (149.64%) |        3:58:00 |       858.127 USDT   (42.86%) | -5,985.65546 |
|        | 1884/2000 |      263 |    151    0  112 |        0.94% |      4933.522 USDT  (123.34%) |        3:48:00 |       902.152 USDT   (45.06%) | -4,933.52175 |
|        | 1885/2000 |      391 |    215    0  176 |        0.65% |      5109.965 USDT  (127.75%) |        3:21:00 |      1041.099 USDT   (52.00%) | -5,109.96495 |
|        | 1886/2000 |      242 |    153    0   89 |        1.13% |      5450.634 USDT  (136.27%) |        4:37:00 |       840.548 USDT   (41.99%) | -5,450.63445 |
|        | 1887/2000 |      251 |    155    0   96 |        0.90% |      4539.511 USDT  (113.49%) |        5:19:00 |       815.856 USDT   (40.75%) | -4,539.51144 |
|        | 1888/2000 |      154 |     97    0   57 |        1.32% |      4054.847 USDT  (101.37%) |        4:59:00 |       990.913 USDT   (49.50%) | -4,054.84734 |
